FilePath,File,Set,NumberOfNodes,NumberOfArcs,Density,NumberOfPaths,AveragePathLength,StdvPathLength,InDegreeEntropy,OutDegreeEntropy,InDegreeHeterogeneity,OutDegreeHeterogeneity,BetweennessHeterogeneity,Modularity
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV14.rcp,EV14.rcp,AD (mid SP),32,60,0.06048387096774194,360,11.272222222222222,1.9417362092140218,1.2556355790521514,1.283951563998937,38.684444444444445,39.25333333333333,54.783671877983906,0.38416666666666666
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV140.rcp,EV140.rcp,AD (mid SP),32,62,0.0625,44,9.727272727272727,2.741628881818222,1.448690268596751,1.4168972115146177,47.41727367325702,45.28616024973985,50.177443460517665,0.33975026014568155
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV141.rcp,EV141.rcp,AD (mid SP),32,61,0.06149193548387097,47,8.425531914893616,3.4992076966508554,1.357224008236979,1.308106482442049,46.507927976350445,53.1126041386724,61.505248604348616,0.36146197258801394
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV142.rcp,EV142.rcp,AD (mid SP),32,52,0.05241935483870968,90,10.655555555555555,2.5654157605915184,1.0929931149604255,1.1737248027155431,48.47337278106509,43.928994082840234,70.81102362191426,0.46671597633136097
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV143.rcp,EV143.rcp,AD (mid SP),32,58,0.05846774193548387,132,10.416666666666666,2.534733464759902,1.271427550253133,1.3405220851328465,40.789536266349586,43.22473246135553,59.43406542785986,0.40487514863258023
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV144.rcp,EV144.rcp,AD (mid SP),32,55,0.055443548387096774,74,9.662162162162161,2.4620197543888085,1.2647847836570523,1.1976254499523011,42.31404958677686,43.66809917355372,59.85691918732748,0.41355371900826443
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV145.rcp,EV145.rcp,AD (mid SP),32,61,0.06149193548387097,44,8.227272727272727,2.7374808954388268,1.3306600933628874,1.357630287655242,60.26766998118785,48.709486697124426,63.0754648526077,0.35850577801666217
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV146.rcp,EV146.rcp,AD (mid SP),32,52,0.05241935483870968,33,8.575757575757576,3.3031693048316493,1.0287513200993617,1.1755305543141217,52.260355029585796,44.68639053254438,68.79187896080204,0.415680473372781
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV147.rcp,EV147.rcp,AD (mid SP),32,50,0.05040322580645161,25,8.56,3.299454500368205,0.8207838306959253,1.0403327399959745,81.1008,41.7792,66.31895983797061,0.428
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV148.rcp,EV148.rcp,AD (mid SP),32,47,0.047379032258064516,134,11.902985074626866,2.281886503466508,1.0561841477588443,1.0302211476235268,41.25667722951562,44.03802625622453,73.92393296533719,0.5092802172928927
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV149.rcp,EV149.rcp,AD (mid SP),32,50,0.05040322580645161,29,9.379310344827585,3.604726715964684,0.9358177378980285,0.9944485915826462,67.9936,45.8752,61.941104786585846,0.4383999999999999
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV15.rcp,EV15.rcp,AD (mid SP),32,55,0.055443548387096774,1260,14.86984126984127,1.300382717856545,1.1566166001931477,1.0818782465154098,40.28297520661157,37.57487603305785,74.83178685078333,0.5722314049586776
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV150.rcp,EV150.rcp,AD (mid SP),32,61,0.06149193548387097,398,11.06030150753769,2.0078694199538143,1.3913929266619591,1.3736645086245265,43.75597957538296,41.55442085460898,73.50017063705674,0.47567858102660576
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV151.rcp,EV151.rcp,AD (mid SP),32,56,0.056451612903225805,27,8.666666666666666,3.5486043161491807,1.154293174714697,1.2409471487372978,62.69387755102041,47.02040816326531,58.935168241965975,0.3580994897959184
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV152.rcp,EV152.rcp,AD (mid SP),32,61,0.06149193548387097,99,10.464646464646465,2.598807540505551,1.2784995396644883,1.412011336407835,38.80247245364149,43.20558989518946,42.70178800302899,0.35796828809459824
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV153.rcp,EV153.rcp,AD (mid SP),32,52,0.05241935483870968,216,12.569444444444445,1.8670613835320315,1.1976254499523011,1.1892562545320746,43.171597633136095,41.65680473372781,76.80735906192179,0.4556213017751479
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV154.rcp,EV154.rcp,AD (mid SP),32,56,0.056451612903225805,51,8.92156862745098,2.7428562274581507,1.221175678577569,1.241853524885333,47.673469387755105,45.06122448979592,58.06717356297696,0.40975765306122447
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV155.rcp,EV155.rcp,AD (mid SP),32,55,0.055443548387096774,65,10.538461538461538,2.4811717025936515,1.283448794846184,1.2424130581769937,44.34512396694215,40.96,59.068493483266565,0.4026446280991735
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV156.rcp,EV156.rcp,AD (mid SP),32,69,0.06955645161290322,207,9.304347826086957,2.133045821835722,1.5241102865491876,1.44445649843165,43.66141566897711,41.080445284604075,55.69379306641794,0.32325141776937616
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV157.rcp,EV157.rcp,AD (mid SP),32,68,0.06854838709677419,126,10.285714285714286,2.1560440805089085,1.5092734237775407,1.5111787477236323,42.51903114186851,42.51903114186851,43.82060670879589,0.32006920415224915
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV158.rcp,EV158.rcp,AD (mid SP),32,62,0.0625,162,11.067901234567902,2.333668079718016,1.3039321488388358,1.3656200905672422,39.42559833506764,45.28616024973985,52.30953649092556,0.3714880332986472
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV159.rcp,EV159.rcp,AD (mid SP),32,45,0.04536290322580645,19,7.684210526315789,3.770419934436277,0.645245670517286,0.9173030624978254,82.42567901234568,49.05086419753086,69.70154626916472,0.4553086419753086
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV16.rcp,EV16.rcp,AD (mid SP),32,59,0.059475806451612906,912,13.239035087719298,1.3668580114006923,1.1897590236848277,1.1897590236848277,38.53605285837403,38.53605285837403,71.81663755177664,0.4745762711864407
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV160.rcp,EV160.rcp,AD (mid SP),32,51,0.05141129032258065,81,10.641975308641975,2.593004082570994,1.0287513200993617,1.145490812966171,48.424452133794695,44.487504805843905,75.38985727331233,0.45597846981930024
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV161.rcp,EV161.rcp,AD (mid SP),32,52,0.05241935483870968,23,8.869565217391305,3.6272441068894277,0.9861746402354209,1.1755305543141217,71.95266272189349,44.68639053254438,64.71461785397172,0.4097633136094675
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV162.rcp,EV162.rcp,AD (mid SP),32,62,0.0625,424,10.825471698113208,1.757118208926878,1.2675110636113895,1.3527444125484591,38.36004162330905,40.49115504682622,56.63972620461639,0.39698231009365237
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV163.rcp,EV163.rcp,AD (mid SP),32,66,0.06653225806451613,132,10.363636363636363,2.1682024648022735,1.3753882650256914,1.2634938258262771,40.90358126721763,39.4931129476584,42.05381011952598,0.32828282828282823
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV164.rcp,EV164.rcp,AD (mid SP),32,47,0.047379032258064516,25,8.96,3.605329388558,0.5818786450459386,1.0430065840859157,108.93617021276596,43.11090991398823,83.44321822712709,0.45767315527387953
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV165.rcp,EV165.rcp,AD (mid SP),32,45,0.04536290322580645,19,7.894736842105263,3.669142117459658,0.746240629558507,0.9173030624978254,65.2325925925926,49.05086419753086,67.82836284010656,0.465679012345679
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV166.rcp,EV166.rcp,AD (mid SP),32,52,0.05241935483870968,39,9.282051282051283,3.515159243930588,1.0735428464085233,1.1888125117511676,59.83431952662722,47.71597633136095,70.10800054466101,0.4130917159763313
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV167.rcp,EV167.rcp,AD (mid SP),32,50,0.05040322580645161,20,7.45,3.2783379935571015,0.7864315899948003,1.0735428464085233,90.112,49.9712,66.52391185754338,0.4012
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV168.rcp,EV168.rcp,AD (mid SP),32,57,0.057459677419354836,63,10.285714285714286,2.465176972484721,1.2424130581769937,1.3121454179626841,44.43951985226224,46.33056325023084,64.7583653869954,0.43428747306863646
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV169.rcp,EV169.rcp,AD (mid SP),32,50,0.05040322580645161,38,9.552631578947368,4.253155908270398,0.8643457670514515,1.0647404846599973,71.2704,50.7904,90.61646292635042,0.41600000000000004
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV17.rcp,EV17.rcp,AD (mid SP),32,56,0.056451612903225805,350,12.157142857142857,1.7090992973385908,1.1205861971907978,1.1205861971907978,37.87755102040816,37.87755102040816,65.25872979289707,0.4368622448979592
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV170.rcp,EV170.rcp,AD (mid SP),32,51,0.05141129032258065,42,8.19047619047619,3.1109491373449667,0.8738453902678429,1.1649118645144094,71.25874663590926,43.700115340253745,82.37929931419325,0.3913879277201076
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV171.rcp,EV171.rcp,AD (mid SP),32,53,0.05342741935483871,84,10.071428571428571,3.1689930588126445,1.1110049957793198,1.1786106778223258,44.10964756140975,49.942328230687075,75.19641208283868,0.4264862940548238
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV172.rcp,EV172.rcp,AD (mid SP),32,53,0.05342741935483871,74,13.243243243243244,2.6903773010330365,1.2091505159000489,1.1892562545320746,43.38056247775009,43.38056247775009,78.87741455592098,0.4645781416874333
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV173.rcp,EV173.rcp,AD (mid SP),32,46,0.046370967741935484,16,8.6875,4.326065620168053,0.4141240568744845,0.9940706258359117,113.24007561436673,43.55387523629489,83.06113542731921,0.47684310018903586
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV174.rcp,EV174.rcp,AD (mid SP),32,49,0.04939516129032258,1200,15.6,0.9486832980505138,1.1109714759297005,1.1185206186738166,43.07538525614327,42.22240733027905,72.5170265728657,0.573094543940025
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV175.rcp,EV175.rcp,AD (mid SP),32,49,0.04939516129032258,31,9.580645161290322,3.5266194499913417,0.9479076676237711,1.0647404846599973,60.98792169929196,44.78134110787172,71.86861149955598,0.44231570179092045
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV176.rcp,EV176.rcp,AD (mid SP),32,55,0.055443548387096774,55,9.036363636363637,2.8854723033193617,1.1380385701465874,1.2453598140243447,55.85454545454545,42.99107438016529,72.39843088095739,0.40760330578512394
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV177.rcp,EV177.rcp,AD (mid SP),32,49,0.04939516129032258,30,8.933333333333334,3.492213560989012,0.8761445346203898,1.0561841477588443,69.5177009579342,46.487296959600165,65.238894211501,0.43690129112869636
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV178.rcp,EV178.rcp,AD (mid SP),32,59,0.059475806451612906,59,8.94915254237288,2.7826565091504314,1.3298400406867767,1.2972003863478498,49.12611318586613,42.06607296753806,58.98077649105673,0.38494685435219766
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV179.rcp,EV179.rcp,AD (mid SP),32,46,0.046370967741935484,16,6.6875,3.803267509655349,0.2771133574914559,0.9149763710100345,138.4045368620038,49.36105860113422,78.93179718327241,0.4480151228733459
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV18.rcp,EV18.rcp,AD (mid SP),32,59,0.059475806451612906,140,10.028571428571428,2.36323887052995,1.3479740524887094,1.283951563998937,42.06607296753806,39.71272622809538,54.91805827741322,0.373168629704108
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV180.rcp,EV180.rcp,AD (mid SP),32,47,0.047379032258064516,47,10.063829787234043,3.800359755194231,0.9479076676237711,0.9613676168506274,51.45495699411499,52.38207333635129,80.45727359705577,0.43141693073789045
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV181.rcp,EV181.rcp,AD (mid SP),32,54,0.05443548387096774,47,9.127659574468085,3.1596998327446593,1.1467546084231885,1.2276651913002519,52.674897119341566,44.24691358024691,65.1014982770227,0.3878600823045268
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV182.rcp,EV182.rcp,AD (mid SP),32,63,0.06350806451612903,121,10.652892561983471,2.5574740372615694,1.358719477009692,1.434875297020172,39.989921894683796,42.56991685563114,44.39058680254347,0.3567649281934996
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV183.rcp,EV183.rcp,AD (mid SP),32,47,0.047379032258064516,17,7.647058823529412,3.66126266343422,0.5818786450459386,1.0451697549934766,108.93617021276596,44.03802625622453,78.70838130474941,0.4323223177908556
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV184.rcp,EV184.rcp,AD (mid SP),32,48,0.04838709677419355,21,8.380952380952381,3.683634210631184,0.746240629558507,1.0430065840859157,85.33333333333333,45.333333333333336,77.98131567060533,0.4544270833333334
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV185.rcp,EV185.rcp,AD (mid SP),32,47,0.047379032258064516,53,10.11320754716981,3.585402150326471,0.9754338194526704,0.9479076676237711,46.81937528293346,51.45495699411499,78.7992708771508,0.463558171118153
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV186.rcp,EV186.rcp,AD (mid SP),32,55,0.055443548387096774,50,9.22,2.851596044323249,1.2690659689459907,1.2396269993314148,42.99107438016529,47.7302479338843,57.91485237473253,0.4092561983471074
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV187.rcp,EV187.rcp,AD (mid SP),32,56,0.056451612903225805,44,8.863636363636363,3.019564305498613,1.283448794846184,1.270166837409138,46.36734693877551,43.755102040816325,61.727798884259585,0.35905612244897955
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV188.rcp,EV188.rcp,AD (mid SP),32,61,0.06149193548387097,223,11.63677130044843,2.0151650115883064,1.1963686551927755,1.2972003863478498,38.252082773447995,47.60870733673744,58.75792286738069,0.3920988981456598
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV189.rcp,EV189.rcp,AD (mid SP),32,50,0.05040322580645161,180,12.5,2.034425935955617,1.135288979037329,1.1467546084231885,42.5984,41.7792,77.94195219747188,0.498
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV19.rcp,EV19.rcp,AD (mid SP),32,51,0.05141129032258065,522,13.994252873563218,1.3326023561074911,1.091210582222579,1.0417497893263898,38.9757785467128,38.9757785467128,78.92240019119643,0.520953479430988
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV190.rcp,EV190.rcp,AD (mid SP),32,44,0.04435483870967742,14,9.357142857142858,3.809895815169882,0.4141240568744845,0.9358177378980285,96.26446280991736,43.37190082644628,79.13834927904675,0.4757231404958677
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV191.rcp,EV191.rcp,AD (mid SP),32,45,0.04536290322580645,15,7.2,4.504812241740308,0.5818786450459386,0.9149763710100345,92.53925925925925,48.03950617283951,80.57860665903728,0.4893827160493827
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV192.rcp,EV192.rcp,AD (mid SP),32,48,0.04838709677419355,18,8.444444444444445,4.01693944056116,0.746240629558507,1.0430065840859157,85.33333333333333,43.55555555555556,73.58532626230242,0.4483506944444444
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV193.rcp,EV193.rcp,AD (mid SP),32,63,0.06350806451612903,439,10.801822323462414,1.748255584947158,1.3139023094519824,1.3960661113334558,38.957923910304864,41.5379188712522,56.4274037093598,0.3716301335348954
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV194.rcp,EV194.rcp,AD (mid SP),32,46,0.046370967741935484,16,7.625,4.688749833377763,0.2771133574914559,1.004689315635624,138.4045368620038,46.45746691871456,79.94524864386676,0.44990548204158787
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV195.rcp,EV195.rcp,AD (mid SP),32,49,0.04939516129032258,19,6.578947368421052,3.4536904666364037,0.6995144908036165,1.0884914537784733,102.7838400666389,47.34027488546439,76.73272979754893,0.4106622240733028
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV196.rcp,EV196.rcp,AD (mid SP),32,56,0.056451612903225805,510,12.823529411764707,1.546734477294857,1.1559303321802168,1.2556355790521514,38.53061224489796,40.48979591836735,66.05898425649558,0.4987244897959184
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV197.rcp,EV197.rcp,AD (mid SP),32,56,0.056451612903225805,28,8.714285714285714,3.431546328418375,1.1956119571630224,1.2448636353790414,55.51020408163265,43.755102040816325,57.9099141483922,0.4215561224489796
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV198.rcp,EV198.rcp,AD (mid SP),32,50,0.05040322580645161,54,10.777777777777779,3.3591592128513272,0.9754338194526704,1.0403327399959745,59.8016,41.7792,78.47715009114609,0.4728
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV199.rcp,EV199.rcp,AD (mid SP),32,48,0.04838709677419355,18,8.666666666666666,4.570436400267363,0.5818786450459386,1.06997677837827,117.33333333333333,44.44444444444444,81.98901835823496,0.41927083333333337
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV2.rcp,EV2.rcp,AD (mid SP),32,61,0.06149193548387097,57,8.017543859649123,3.023250418040423,1.361636673524026,1.3854474215337436,55.86455253963988,42.104810534802475,74.62315297011122,0.3920988981456598
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV20.rcp,EV20.rcp,AD (mid SP),32,57,0.057459677419354836,1848,14.772727272727273,1.1387852984311242,1.2967941069295867,1.1987740758686396,41.28778085564789,38.76638965835642,83.86443200272892,0.5349338257925516
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV200.rcp,EV200.rcp,AD (mid SP),32,52,0.05241935483870968,33,9.0,3.0050462609256168,0.9987785091528838,1.1755305543141217,71.19526627218934,44.68639053254438,62.80170951655421,0.40236686390532544
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV201.rcp,EV201.rcp,AD (mid SP),32,46,0.046370967741935484,16,6.375,3.9191038516477206,0.2771133574914559,0.8655870361137844,138.4045368620038,59.039697542533084,79.21003329480565,0.4636105860113422
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV202.rcp,EV202.rcp,AD (mid SP),32,48,0.04838709677419355,25,7.8,3.3226495451672298,0.746240629558507,0.9954909411756672,85.33333333333333,50.666666666666664,79.99292421086365,0.4396701388888889
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV203.rcp,EV203.rcp,AD (mid SP),32,51,0.05141129032258065,40,9.475,3.3910728390879488,1.0288182505008345,1.124413687937636,60.23529411764706,51.574009996155326,72.62880205968868,0.437524029219531
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV204.rcp,EV204.rcp,AD (mid SP),32,46,0.046370967741935484,16,6.0625,3.9126198064723847,0.4141240568744845,0.9089087348987809,124.85444234404537,55.168241965973536,78.0169699065545,0.45463137996219277
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV205.rcp,EV205.rcp,AD (mid SP),32,46,0.046370967741935484,16,7.9375,4.1902975729654335,0.4141240568744845,0.8655870361137844,124.85444234404537,46.45746691871456,82.93509288642665,0.45274102079395084
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV206.rcp,EV206.rcp,AD (mid SP),32,46,0.046370967741935484,16,6.4375,4.300708517209693,0.2771133574914559,0.8655870361137844,138.4045368620038,59.039697542533084,82.0188179149123,0.4697542533081285
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV207.rcp,EV207.rcp,AD (mid SP),32,46,0.046370967741935484,24,8.75,3.907791362564452,0.5818786450459386,0.9954909411756672,100.6578449905482,47.42533081285444,93.42389688935866,0.4621928166351607
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV208.rcp,EV208.rcp,AD (mid SP),32,55,0.055443548387096774,59,9.203389830508474,2.9560604854763857,1.2690659689459907,1.2035079427635131,42.99107438016529,48.407272727272726,76.00777857485241,0.4026446280991735
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV209.rcp,EV209.rcp,AD (mid SP),32,49,0.04939516129032258,19,7.473684210526316,4.172193933180298,0.746240629558507,1.0061096309753796,92.54810495626822,54.16409829237818,81.49478546645909,0.434402332361516
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV21.rcp,EV21.rcp,AD (mid SP),32,58,0.05846774193548387,159,10.9874213836478,2.2261663507424507,1.3405552202209794,1.225744270160994,43.22473246135553,39.571938168846614,56.02441984304157,0.4161712247324613
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV210.rcp,EV210.rcp,AD (mid SP),32,57,0.057459677419354836,85,9.435294117647059,2.51324518980601,1.326893284839426,1.22412243442492,43.1788242536165,43.1788242536165,60.49356942002475,0.39519852262234534
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV211.rcp,EV211.rcp,AD (mid SP),32,51,0.05141129032258065,55,10.072727272727272,2.891080612407412,1.0946199714370584,1.1686417628706678,49.99923106497501,46.062283737024224,82.19074470265501,0.44521337946943484
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV212.rcp,EV212.rcp,AD (mid SP),32,53,0.05342741935483871,24,9.416666666666666,3.315577710679627,1.11113173050059,1.1897188878992027,52.129583481666074,44.83873264506942,70.43289493575207,0.40512637949448205
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV213.rcp,EV213.rcp,AD (mid SP),32,45,0.04536290322580645,15,7.4,4.615914499497003,0.2771133574914559,0.8762057259134967,128.94814814814814,50.062222222222225,81.7587426818196,0.4641975308641975
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV214.rcp,EV214.rcp,AD (mid SP),32,46,0.046370967741935484,16,5.4375,3.807373602629508,0.2771133574914559,0.830720856220939,138.4045368620038,64.8468809073724,77.38197371352194,0.46833648393194705
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV215.rcp,EV215.rcp,AD (mid SP),32,51,0.05141129032258065,25,8.52,3.287795614085523,1.0995058465438408,1.004689315635624,50.786620530565166,47.637062668204535,59.70277777777778,0.41830065359477125
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV216.rcp,EV216.rcp,AD (mid SP),32,50,0.05040322580645161,28,9.0,4.0970372570571385,0.7864315899948003,1.0643625189132626,90.112,49.9712,91.1923195191208,0.43200000000000005
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV217.rcp,EV217.rcp,AD (mid SP),32,58,0.05846774193548387,101,9.910891089108912,2.743485569006394,1.3016799820363696,1.2091505159000489,42.00713436385256,46.26872770511296,74.14713735592856,0.36117717003567185
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV218.rcp,EV218.rcp,AD (mid SP),32,47,0.047379032258064516,21,7.0,4.047338925881101,0.5818786450459386,0.8761445346203898,108.93617021276596,63.50746944318696,85.98177818756426,0.46536894522408323
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV219.rcp,EV219.rcp,AD (mid SP),32,59,0.059475806451612906,42,7.976190476190476,3.0666259979557124,1.2787196477995928,1.357630287655242,45.007756391841426,49.7144498707268,58.406763865119224,0.3544958345303074
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV22.rcp,EV22.rcp,AD (mid SP),32,58,0.05846774193548387,110,10.027272727272727,2.671258099606016,1.3046523537037127,1.240410558842649,40.789536266349586,40.789536266349586,52.24039133234568,0.3460166468489893
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV220.rcp,EV220.rcp,AD (mid SP),32,49,0.04939516129032258,27,7.7407407407407405,3.2271142090062166,0.8207838306959253,1.080714023405905,74.63556851311954,48.19325281132861,78.4810245176046,0.4398167430237401
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV221.rcp,EV221.rcp,AD (mid SP),32,51,0.05141129032258065,37,9.513513513513514,3.4922433092352643,1.0288182505008345,1.0302211476235268,60.23529411764706,52.361399461745485,73.73553223935377,0.44982698961937717
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV222.rcp,EV222.rcp,AD (mid SP),32,49,0.04939516129032258,36,9.75,2.752524094152291,0.9479076676237711,1.0884914537784733,54.16409829237818,47.34027488546439,69.21450137741047,0.4456476468138275
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV223.rcp,EV223.rcp,AD (mid SP),32,48,0.04838709677419355,18,6.444444444444445,3.715167443844553,0.6415518483235773,0.9954909411756672,106.66666666666667,52.44444444444444,77.10203901880476,0.43619791666666663
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV224.rcp,EV224.rcp,AD (mid SP),32,48,0.04838709677419355,18,7.555555555555555,3.80383172636082,0.5818786450459386,0.9954909411756672,117.33333333333333,51.55555555555556,79.76156189283603,0.4379340277777778
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV225.rcp,EV225.rcp,AD (mid SP),32,46,0.046370967741935484,16,6.6875,4.592367989392836,0.2771133574914559,0.830720856220939,138.4045368620038,64.8468809073724,80.30715640761676,0.46833648393194705
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV226.rcp,EV226.rcp,AD (mid SP),32,50,0.05040322580645161,21,7.380952380952381,4.247982047269375,0.8655870361137844,1.0458478435130596,82.7392,57.344,73.1203565779581,0.4492
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV227.rcp,EV227.rcp,AD (mid SP),32,49,0.04939516129032258,43,9.534883720930232,3.350451807153861,0.9479076676237711,1.0421002079378803,60.98792169929196,52.45814244064973,69.3442225509533,0.4831320283215327
dataset\MT_Vanhoucke\MT30\Set 2.2 AD (mid SP)\EV228.rcp,EV228.rcp,AD (mid SP),32,46,0.046370967741935484,16,6.1875,3.8441310786704452,0.2771133574914559,0.9358789291911354,138.4045368620038,51.29678638941399,78.32647493802334,0.4598298676748582
